class,tweet
neutral,RT @ALAMAWI: #حلب : #الجيش_الحر يفجّرمبنى تتمركز داخله قوات النظام في حي #سليمان_الحلبي بمدينة حلب و أنباء عن قتلى وجرحى في صفوف النظام.
negative,RT @aboalhodaalhoms: تصوير جوي للدمار الهائل في حي المشهد بحلب اثر الغارات الجوية المكثفة التي استهدفت الحي أوصلوه الى كل مؤيد على استمرار…
negative,علي الأمين يكتب: موسكو أسقطت هدنة حلب: تريد سوريا كلها لا ‘المفيدة’ فقط https://t.co/mNFUsKJjVJ
negative,RT @MohamadAlarefe: ما يقع في #سوريا عموماً وفي #حلب خاصة هو كارثة عظمىقتلٌ وسحقٌ وهدمٌ وقهرٌ.اللهم اجمع كلمة المسلمين، وكن معهم مؤيداً…
negative,RT @ALAMAWI: #عاجل الثوار يقتلون عدة عناصر لقوات النظام بعد تفجير مبنى يتحصنون به على جبهة حي #سليمان_الحلبي شرقي #حلب
negative,RT @AboShla5Libraly: ايديكم شفناها ارتفعت لتأييد القرار الروسي لقتل أطفال حلب يا سفلة.. وشدة الودن لسا حتشوفها @Youssefalhosiny https://t.c…
negative,RT @yasmen_alhaj: #شاهد  الصورة في حي المشهد، الغارات الجوية دمرّت معظم مباني الحي، وهذا هو الحال في معظم أحياء مدينة #حلب المحاصرة.  https…
negative,RT @AH3107: قالوا قديماً إنْ بقيْتَ إلى رجبْسترى من الأحداثِ أصنافَ العَجَبْولقد رأيتُ من العجائب قَبْلَهُ مِصْرٌ تحابي الرُّوسَ ضدّكِ ي…
neutral,RT @allmasoudi: #عاشوراءيارب.. في هذا اليوم أنجيت #موسى وقومه، وأهلكت #فرعون مصر وجُنْدَهنسألك أن تنجي #حلب وأهلها وتهلك #فرعون سوريا وج…
neutral,"RT @baladinetwork: #بلديمحطة #سليمان_الحلبي"" تعود لضخ المياه إلى #حلب#سورياhttps://t.co/YNFyRIhnPI"""
negative,@UNRadioArabic القصف الوحشي و ابادة أهالي #حلب #سوريا #Aleppo #HolocaustAleppo #Syria https://t.co/3E5sVFZfbO
negative,RT @maher772030230: #من_دمشق_هنا_صنعاء#مندوب_سوريالدى الأمم المتحدة كفوا دموع التماسيح ع حلبوابكوا بدموع حقيقية ع ضحايا #صنعاء https:/…
negative,@alsinani35 @shrffee @5star55555 ومن شردهم هالمليونيينيالذكيه انتيمن يقصف حلب يوميا؟؟
neutral,RT @alhayat_syria: المعارضة تسترجع مواقع في حلب... وروسيا تُثبت «قاعدة عسكرية دائمة» في طرطوسhttps://t.co/R2LYVG5qyf https://t.co/7X5V6OVY…
negative,RT @mh_awadi: #مصر في الأخبار :أغذية ملوثةأكل لحوم الحميرإعتقالات قسريةقتل بلا محاكمةحرب على الإسلامتحالف مع سفاحي #حلبطعن في ظهر #…
negative,RT @ALAMAWI: هذا ما فعله المجاهدون في ريف حلب الشمالي براية التوحيد التي يتاجر بها الخوارج..نقول للخوارج واذنابهم موتوا بغيظكم:)https://t…
negative,مشاهد جوية .. استهداف مقر للمسلحين جنوب بلدة #خلصة في ريف حلب الجنوبي https://t.co/KjTrk4g5sP
negative,RT @Ialrebdi: #الدبلوماسية_المصرية عار ع العرب صوتت ف مجلس الأمن مع المشروع الروسي المناقض #للمشروع_الفرنسي القاضي بفرض حضر الطيران فوق حلب…
negative,RT @SAIFALISLAM_94: هذا الدمية له سنين ماغير يعبر عن قلقه هالحين طلع له لسان !.كل يوم مجزرة في حلب والحين عشان حادثة القاعة جا يستعرض انس…
negative,RT @ALAMAWI: هذه #حلب التي دمرتها طائرات #الأسد و #روسياأجزاء من الدمار في حي المشهد الحلبي. https://t.co/73Momy2A4W
positive,RT @Om_yusf1: اللهم إن إخواننا في #حلب ضاقت عليهم الأرض بما رحبت واستقوى عليهم الظالمون فخذ بيدهم وانصرهم نصر عزيز مقتدر#اللهم_آمين_يارب_ا…
negative,RT @BassamJaara: الطائرات الروسية تحرق الاخضر واليابس والجنود الروس يسرحون ويمرحون  في شوارع حلب المحتلة ومدن اخرى لأنهم يشعرون بالامان!!
negative,RT @Ialrebdi: #فيتو_العار_الروسي ضد مشروع إنقاذ #حلب يغذي الإرهاب والتطرف ويفقد ثقة العالم في #مجلس_الأمن مؤسف ومخزي أن يكون موقف #مصر ضد #…
negative,بعد الانتخابات الأمريكيه إن لم يلتزم أردوغان بما تم الاتفاق عليه مع بوتين وهو سحب المسلحين من حلب ، فسيتم دكهم تحت التراب .
neutral,RT @hosm_sa: جند الأقصى سابقا تريد حقن الدم وتقدر جرح الشام االأول وهمها الأول فك حصار حلب واستمرار معركة حماةلذلك هاجمت نقاط للأحراربتحتا…
negative,RT @sharif_hijazi: والعراقي يلّي بلا شرف هربان من قتال داعش في وطنه حتى يفطس في قتال أهل حلب
negative,RT @alnassar_kw: قامت الدنيا ولم تقعد في حادثة قصف الخيمة في صنعاء، بينما حلب بأكملها تُدمّر على رؤوس ساكنيها بنسائهم وأطفالهم وكهولهم، ولم…
neutral,RT @amhfarraj: 🔴🔴🔴🔴لا تقسو على تركيا #يا_اخوان ، فتطبيع # اردوغان مع روسيا ، واتفاقية #السيل_التركي هدفها أخلاقي لنصرة أهلنا في #حلب ✋✋ h…
neutral,المعارضة تسترجع مواقع في #حلب.. والمعارك تتواصلhttps://t.co/3SwQz656i9#السعودية #سوريا https://t.co/rn60BB6CNl
negative,RT @ALAMAWI: #حلب || قصف بالرشاشات الثقيلة من الطيران الحربي على بلدة المنصورة في مدخل حلب الغربي.
negative,RT @Qwt_Alrad3: هؤلاء هم قتلة #حلب اليوم يستنكرون مجزرة #صنعاء‼ https://t.co/I14yRPPtaO
positive,RT @ahlalsunna2: #سوريا :الجيش السوري الحر يسيطر على قرى براغيدة والشيخ ريح والبل وجارز بريف حلب الشمالي بعد معارك مع تنظيم داعش
negative,RT @raedsyrian002: #التغطية_مستمرة عاجل حلب استمرار الاشتباكات على محاور المدينة القديمة وسط استهداف بالطيران الحربي لمواقع الارهابيين و…
negative,RT @muslim2day: فيديو بثه إعلام الأسد..#russia#alepقوات الأسد في #حلب برفقة عناصر من جيش الاحتلال الروسي.#سوريا#تداعي_الأمم https://…
negative,RT @A822822A: بعد شرب الكحول يأتي دور التطبير♦️♦️#الشيعه #العراق #بغداد #كربلاء #النجف #لبنان #سوريا #حلب #البحرين #الكويت #قطر #الجزائر #…
negative,RT @HadiAlabdallah: مركز حلب الإعلامي @AleppoAMC ينشر تصوير جوّي يوضح حجم الدمار في حي المشهد بحلب إثر الغارات الجويّة المكثفة التي استهدفت…
neutral,RT @Msw_13: توصيات أسهم #كلنا_حسين_عبدالغني #اذكر_اسم_معلم_له_فضل_عليك #مبروك_فك_حصار_حلب #بلقيس_تستخف_بالشعب_السعودي  #حاليا_اهتمامي#قر…
negative,أقذر أعلام في العالم هو أعلام السيسي حتى أنهم تمصخرو وأستهزئوا على الناس الي تموت في حلب #مليارات_العمره_علي_هوي_مصر
negative,RT @TheArabHash: تصوير جوي عالي الجودة يظهر الدمار الهائل في مدينة #حلب نتيجة قصف الطيران الروسي والنظام السوري ... https://t.co/1CA1867H54
neutral,RT @dr_naseer: الطائفية هي أن تبكي على أطفال حلب في الصباح وتضحك على قتل أطفال صنعاء في المساء. الموضوعية هي أن تتبرأ من قتل الأبرياء في كل…
negative,RT @SobhiTfaily: كربلاء هذا العام في حلب ، و رضيع الامام الحسين تحت انقاض بيوتها.  #حلب
neutral,RT @hatha15: الحمد لله على نعمة الهدايه لاحظوا الفرق بين الحق والباطل#حميدان_التركي #السعودية_الامارات #حلب #العراق https://t.co/goCoIxsKZV
negative,RT @1_gentel: نداء الى الاخوة في فتح الشام اتستراد حماه حلب ان لم يفتح للامداد وتبديل نقاط الرباط ستسقط القرى والمدن وتهجر وتهدم
negative,#شبكة_أخبار_المعارك أطفال اصيبوا نتيجة الغارات الروسية على مدينة #حلب صباح اليومحسبنا الله ونعم والوكيل https://t.co/JHhjktp7qu
negative,RT @ajmubasher: وزير خارجية #بريطانيا يدعو للتظاهر ضد #روسيا#حلب #سورياhttps://t.co/0eBxBmcxua
negative,RT @HadiAlabdallah: صور مؤلمة لأطفال جرحى أصيبوا بالقصف الروسي على الأحياء السكنية في #حلب ..القهر .. الألم .. الوجع .. أضحت مفردات عاجزة…
negative,RT @muslim2day: #العبادي يرسل مرتزقة #الحشد_الشعبي (النجباء وأبو الفضل وحزب الله) إلى #سورية ليرتكبوا مجازر في #حلب! لم تسكت... https://t.c…
neutral,RT @mohd_al_rashed: الرئيس الفرنسي رفض إستقبال بوتينلتعطيله مشروع وقف قصف حلبوأجبره على إلغاء زيارته لباريسوبعض المحسوبين علينايصوتون م…
positive,@BassamJaara إن شاءالله قريب فتح حلب
neutral,RT @mr_prsidint: #سوريالك اللي بيحب #الله بيبعت مؤازرات!! لك يااللهنداءات استغاثة المسلحين في #ريف_حماة الشمالي#حماه #حلب #كفريا_والفوعة…
negative,RT @yousefalawnah: عاشت فلسطين حرة عربيةوإنها لثورة حتى تدمير حلب وعدن وصنعاء وبغداد والموصل😂😂😂بعدين نشوف فلسطين
negative,لماذا قمتم بتدمير هذا العتاد؟ لا يمكن لنا إخفائه. همممممممن تمكن من السيطرة على ريف حلبعجز عن إخفاء كابينة فولغا! #جاوب_كسطل#هندي_أسمر
negative,RT @W00LF101: اللهم أنتقم منالَّذِينَ طَغَوْا فِي الْبِلَادوأرحمِالَّذِينَ أُخْرِجُوا مِن دِيَارهم بِغَيْرِ حَقٍّ#حلب_المنكوبة https://…
negative,RT @qtr_msms: #أطفال _سورياطفولة☹تستنجد إنسانيةعالم تواطئعلى دمائهم😡اغتال أحلامهمواغتال أرواحهم💔دون أنيرف لهم جفنأو يرق لهم قلب#س…
neutral,RT @AleppoAMC: قصف جوي على حي الفردوس في #حلب يوقع العشرات من السكان بين شهداء وجرحى.#AleppoAMC https://t.co/zfuQ2nFbpW
negative,RT @aboalhodaalhoms: مؤلم ومؤثر ام فقدت طفليها نتيجة القصف الروسي على حي بستان القصر في مدينة حلب شاهد الفيديو ثم انشر ب رتويت https://t.c…
negative,RT @nmr_halab: بدون اي تعليق فقط شاهد الأرقام.(55)شهيد في مدينة حلب وريفهابستان القصر(25)الفردوس  (14) القاطرجي (2) صوران    (3) منبج…
negative,RT @BassamJaara: الخطة الروسية الامريكية باتت مكشوفة .. احتلال حلب ثم جر المعارضة الى جنيف للموافقة على الحل الروسي مقبل مقعدين في حكومة بش…
neutral,RT @RevolutionSyria: #حلببستان القصر مركز بستان القصر الطبي #HolocaustAleppo#PutinAssadHolocaust#ObamaComplicity11-10-2016#Syria htt…
positive,RT @tarekhoms41: يارب إنهم عبادك ليس لهم سواك يالله يارب لاتنسوهم من دعائكم #حلب https://t.co/w6O9pz45d3
negative,@KarMostafa @shakerrzalloum @YouTube صار #حزب_الله مثل #فيلق_القدسيتحدث عن فلسطين وهو يقتل العرب ويدمر حلب
negative,RT @twasulnews: 📹 شاهد.. هذا ما تبقى من «حلب» https://t.co/uYUcn1pYMf #حلب #سوريا https://t.co/SzsFXPzIGB
